species,location,season,temperature_c,humidity_pct,soil_moisture_pct,days_since_watered,missed_waterings,light_hours_daily,pot_has_drainage,health_score,health_label,recommended_water_days
Snake Plant,Outdoor - Shade,Dry Season,34.6,28.2,85.2,16.5,3,10.3,1,71.5,Needs Attention,12
Fiddle Leaf Fig,Outdoor - Full Sun,Dry Season,32.1,67.3,96.8,25.9,6,3.1,0,6.6,At Risk,5
Dracaena,Indoor - Medium Light,Rainy Season,23.5,57.5,16.1,10.2,4,3.7,1,33.2,At Risk,12
Bamboo Palm,Indoor - Low Light,Rainy Season,19.8,64.4,9.0,28.8,3,3.8,0,50.0,Needs Attention,7
Bamboo Palm,Outdoor - Full Sun,Dry Season,24.3,80.2,84.6,10.7,4,4.1,0,28.3,At Risk,7
Spider Plant,Outdoor - Shade,Rainy Season,29.4,74.4,15.0,17.2,5,8.3,1,34.1,At Risk,9
Aloe Vera,Indoor - Bright Light,Dry Season,37.7,45.1,13.0,6.0,2,2.5,1,56.9,Needs Attention,12
Spider Plant,Indoor - Bright Light,Dry Season,19.1,60.3,26.0,17.6,0,7.7,1,70.3,Needs Attention,5
Aloe Vera,Indoor - Low Light,Dry Season,32.6,84.7,91.2,22.2,1,5.8,1,61.4,Needs Attention,16
Boston Fern,Outdoor - Full Sun,Rainy Season,20.0,45.1,61.1,28.9,6,4.2,1,36.5,At Risk,5
Aloe Vera,Indoor - Bright Light,Dry Season,31.5,59.0,78.2,4.7,4,2.0,1,48.2,At Risk,12
ZZ Plant,Outdoor - Full Sun,Dry Season,22.6,36.8,81.0,4.1,7,11.4,1,59.8,Needs Attention,12
Aloe Vera,Outdoor - Full Sun,Dry Season,21.4,45.5,42.4,9.3,5,11.3,1,74.5,Needs Attention,12
Orchid,Outdoor - Full Sun,Dry Season,21.7,67.4,71.3,20.6,4,3.5,1,41.3,At Risk,5
Bamboo Palm,Indoor - Bright Light,Rainy Season,26.5,35.2,42.6,16.1,7,9.0,1,16.8,At Risk,7
Monstera,Indoor - Low Light,Rainy Season,24.5,33.9,88.8,14.1,3,8.6,1,55.1,Needs Attention,9
Aloe Vera,Outdoor - Shade,Rainy Season,34.3,77.2,84.6,3.5,7,11.1,0,30.2,At Risk,16
Philodendron,Outdoor - Shade,Dry Season,23.1,68.2,41.9,29.0,0,10.8,1,60.7,Needs Attention,5
Boston Fern,Indoor - Low Light,Rainy Season,25.9,50.2,28.7,8.1,2,12.0,1,60.1,Needs Attention,5
Snake Plant,Indoor - Bright Light,Dry Season,35.7,39.4,46.4,14.1,6,9.8,1,57.6,Needs Attention,12
Fiddle Leaf Fig,Outdoor - Shade,Rainy Season,36.1,73.1,54.3,15.9,0,5.7,1,77.9,Healthy,9
Rubber Plant,Indoor - Bright Light,Dry Season,27.8,35.1,37.0,9.9,4,11.9,0,74.1,Needs Attention,5
Orchid,Indoor - Medium Light,Dry Season,28.2,66.9,10.2,25.3,3,7.0,1,61.5,Needs Attention,5
Peace Lily,Indoor - Medium Light,Rainy Season,35.9,60.3,97.8,24.3,7,10.0,1,0.0,At Risk,7
Bamboo Palm,Outdoor - Full Sun,Rainy Season,23.3,59.9,44.9,13.2,6,7.9,1,13.4,At Risk,7
Snake Plant,Indoor - Medium Light,Dry Season,27.0,59.9,20.4,4.7,4,6.9,1,94.7,Healthy,12
Monstera,Outdoor - Shade,Dry Season,29.1,61.3,70.7,5.3,6,2.3,0,60.9,Needs Attention,5
ZZ Plant,Indoor - Medium Light,Dry Season,32.2,59.7,14.4,0.3,4,11.9,1,46.3,At Risk,12
Peace Lily,Outdoor - Shade,Rainy Season,19.7,39.5,18.8,12.8,7,9.9,0,44.3,At Risk,7
Aloe Vera,Outdoor - Shade,Rainy Season,29.5,85.3,82.8,9.7,0,8.5,1,99.2,Healthy,16
Philodendron,Indoor - Bright Light,Rainy Season,30.8,57.9,71.7,25.0,2,10.9,1,56.9,Needs Attention,9
Pothos,Outdoor - Full Sun,Rainy Season,22.4,50.3,86.6,21.7,0,8.7,1,75.4,Healthy,9
Boston Fern,Indoor - Medium Light,Rainy Season,28.2,88.5,28.2,14.4,1,2.8,0,55.7,Needs Attention,5
Snake Plant,Outdoor - Full Sun,Dry Season,18.6,65.1,76.1,14.4,0,3.0,1,82.9,Healthy,12
Dracaena,Outdoor - Shade,Dry Season,25.2,38.9,38.5,22.2,5,6.9,0,14.9,At Risk,8
Pothos,Outdoor - Full Sun,Dry Season,23.2,60.0,90.8,25.4,2,7.6,1,28.0,At Risk,5
Rubber Plant,Outdoor - Shade,Dry Season,20.9,80.8,30.9,19.8,2,6.5,0,72.1,Needs Attention,9
Fiddle Leaf Fig,Indoor - Medium Light,Rainy Season,25.1,46.0,2.3,15.0,1,3.3,1,58.7,Needs Attention,9
Orchid,Indoor - Medium Light,Rainy Season,31.7,79.7,41.5,23.0,7,3.6,1,26.4,At Risk,9
Pothos,Outdoor - Shade,Rainy Season,29.7,48.2,57.7,10.3,4,8.3,1,74.5,Needs Attention,9
ZZ Plant,Indoor - Medium Light,Rainy Season,31.0,46.4,39.1,7.9,7,2.6,1,89.1,Healthy,16
ZZ Plant,Outdoor - Full Sun,Dry Season,34.0,75.9,35.2,9.0,3,4.4,1,99.4,Healthy,16
Snake Plant,Outdoor - Full Sun,Dry Season,28.2,89.5,65.3,1.8,0,6.7,0,81.6,Healthy,16
Peace Lily,Outdoor - Shade,Rainy Season,30.4,57.9,81.7,25.8,5,10.2,1,22.9,At Risk,7
Orchid,Outdoor - Full Sun,Dry Season,25.0,84.6,13.4,20.1,4,11.2,1,43.8,At Risk,9
Bamboo Palm,Indoor - Medium Light,Dry Season,18.7,45.8,81.0,20.7,5,2.6,1,36.8,At Risk,3
Boston Fern,Outdoor - Shade,Dry Season,30.0,57.7,5.2,28.3,4,11.4,1,15.2,At Risk,1
Dracaena,Outdoor - Full Sun,Rainy Season,20.2,34.6,42.8,5.9,7,10.7,1,90.4,Healthy,12
Philodendron,Indoor - Low Light,Dry Season,37.5,64.3,73.5,3.3,0,2.4,1,55.3,Needs Attention,5
ZZ Plant,Outdoor - Shade,Dry Season,25.9,39.8,17.1,20.0,7,3.5,1,35.4,At Risk,12
Orchid,Outdoor - Shade,Rainy Season,20.3,45.4,81.0,8.0,2,9.8,1,85.9,Healthy,9
Bamboo Palm,Indoor - Medium Light,Dry Season,33.5,81.9,2.7,16.9,7,8.1,1,28.0,At Risk,7
Cactus,Outdoor - Full Sun,Dry Season,33.5,77.2,53.2,5.6,5,2.7,0,76.1,Healthy,23
Spider Plant,Indoor - Low Light,Dry Season,31.9,67.0,68.7,11.2,4,9.5,1,30.4,At Risk,5
Orchid,Indoor - Bright Light,Rainy Season,31.8,58.3,45.9,19.3,7,5.4,1,33.1,At Risk,9
Bamboo Palm,Indoor - Low Light,Dry Season,35.0,61.3,53.2,12.1,0,7.0,1,69.7,Needs Attention,3
Bamboo Palm,Indoor - Bright Light,Rainy Season,20.1,77.8,3.9,19.8,2,9.9,0,61.5,Needs Attention,7
Aloe Vera,Outdoor - Full Sun,Dry Season,25.0,71.2,36.4,25.0,3,7.2,1,40.0,At Risk,12
Pothos,Outdoor - Full Sun,Rainy Season,26.5,52.1,66.4,14.7,4,7.7,1,35.3,At Risk,9
Dracaena,Indoor - Low Light,Dry Season,35.2,39.8,22.0,6.0,6,11.4,1,54.5,Needs Attention,8
Aloe Vera,Indoor - Medium Light,Rainy Season,28.1,27.0,13.2,26.6,2,7.1,0,51.5,Needs Attention,16
Philodendron,Indoor - Low Light,Dry Season,32.1,73.5,79.5,22.4,6,5.3,0,18.9,At Risk,5
Orchid,Indoor - Medium Light,Dry Season,27.8,70.6,51.3,26.2,3,11.1,1,34.8,At Risk,5
Aloe Vera,Indoor - Low Light,Dry Season,34.2,39.5,71.7,28.3,4,10.0,1,47.9,At Risk,12
Orchid,Indoor - Bright Light,Dry Season,36.8,81.0,88.9,14.0,0,10.8,1,45.1,At Risk,9
Dracaena,Outdoor - Shade,Rainy Season,33.5,60.9,66.1,9.7,4,5.6,1,85.2,Healthy,12
Cactus,Outdoor - Full Sun,Rainy Season,28.2,72.7,41.1,10.7,0,2.6,1,100.0,Healthy,23
Spider Plant,Indoor - Low Light,Rainy Season,21.4,33.2,93.3,18.1,0,4.4,1,81.1,Healthy,9
Dracaena,Indoor - Low Light,Rainy Season,27.9,43.0,53.5,10.5,4,4.9,1,74.0,Needs Attention,12
Cactus,Indoor - Bright Light,Rainy Season,29.3,25.4,42.9,12.2,5,3.8,1,77.6,Healthy,23
Aloe Vera,Indoor - Bright Light,Dry Season,18.0,87.0,81.4,27.1,3,7.5,1,36.9,At Risk,16
Dracaena,Indoor - Low Light,Rainy Season,36.9,53.8,59.9,14.3,2,6.0,0,73.7,Needs Attention,12
Peace Lily,Outdoor - Shade,Rainy Season,36.2,86.2,6.4,12.1,7,8.0,1,9.6,At Risk,7
Spider Plant,Indoor - Low Light,Dry Season,23.3,83.5,92.7,12.1,5,6.5,1,62.6,Needs Attention,9
ZZ Plant,Indoor - Bright Light,Rainy Season,34.0,35.0,62.5,10.2,2,8.9,1,95.8,Healthy,16
Monstera,Indoor - Medium Light,Dry Season,27.8,54.3,19.9,9.2,7,6.0,1,0.0,At Risk,5
Cactus,Outdoor - Shade,Rainy Season,21.4,75.4,13.0,13.6,6,6.3,1,42.1,At Risk,23
Monstera,Indoor - Medium Light,Rainy Season,22.4,69.0,75.8,6.7,5,9.2,1,91.3,Healthy,9
Aloe Vera,Indoor - Low Light,Dry Season,37.9,83.1,51.3,24.8,5,2.9,1,0.0,At Risk,16
Dracaena,Indoor - Medium Light,Dry Season,29.3,86.7,90.2,26.3,5,7.4,0,32.0,At Risk,12
Aloe Vera,Outdoor - Full Sun,Rainy Season,20.8,41.4,73.2,4.9,2,4.7,1,63.3,Needs Attention,16
Boston Fern,Indoor - Low Light,Rainy Season,31.0,72.2,21.0,26.5,1,11.9,1,84.2,Healthy,5
Peace Lily,Indoor - Medium Light,Rainy Season,36.1,47.1,37.7,27.2,2,9.2,1,50.5,Needs Attention,7
Spider Plant,Outdoor - Full Sun,Dry Season,34.9,74.5,5.8,30.0,3,10.8,1,37.2,At Risk,5
Aloe Vera,Indoor - Low Light,Rainy Season,19.6,76.2,83.5,4.9,7,9.4,0,36.1,At Risk,16
Monstera,Indoor - Medium Light,Rainy Season,26.9,66.1,86.3,2.4,3,2.8,1,62.8,Needs Attention,9
Snake Plant,Outdoor - Full Sun,Rainy Season,18.6,36.6,98.6,21.5,6,7.3,1,22.0,At Risk,16
Monstera,Outdoor - Full Sun,Dry Season,22.7,72.3,37.8,0.2,2,7.4,0,83.0,Healthy,5
Peace Lily,Indoor - Medium Light,Dry Season,23.9,61.4,30.1,5.0,5,3.0,1,79.2,Healthy,3
Spider Plant,Indoor - Low Light,Dry Season,20.2,55.4,7.1,17.9,7,3.4,1,45.3,At Risk,5
Pothos,Outdoor - Full Sun,Rainy Season,18.6,89.9,62.4,16.8,3,10.3,1,57.8,Needs Attention,9
Bamboo Palm,Outdoor - Full Sun,Rainy Season,22.6,25.1,71.5,5.1,1,9.1,0,72.9,Needs Attention,7
Orchid,Indoor - Low Light,Rainy Season,32.3,46.0,31.9,13.5,7,4.8,1,46.5,At Risk,9
Boston Fern,Indoor - Low Light,Dry Season,24.8,69.4,2.0,22.1,3,6.6,1,34.5,At Risk,1
Bamboo Palm,Outdoor - Full Sun,Rainy Season,20.4,36.0,31.6,17.8,4,11.8,1,59.2,Needs Attention,7
Cactus,Indoor - Low Light,Dry Season,33.1,31.9,8.2,0.1,3,3.0,1,54.0,Needs Attention,19
Monstera,Outdoor - Full Sun,Rainy Season,34.6,62.2,58.4,6.3,2,11.6,1,93.9,Healthy,9
Orchid,Indoor - Low Light,Dry Season,37.0,36.7,2.5,1.2,2,3.6,1,38.9,At Risk,5
Boston Fern,Outdoor - Shade,Rainy Season,30.8,42.9,21.7,7.6,4,8.1,1,47.4,At Risk,5
Orchid,Indoor - Medium Light,Dry Season,25.1,72.4,96.4,4.7,4,10.4,1,84.5,Healthy,5
Rubber Plant,Indoor - Low Light,Dry Season,19.4,29.5,21.0,8.7,3,6.7,1,86.1,Healthy,5
Aloe Vera,Indoor - Bright Light,Dry Season,32.1,47.0,31.0,28.0,4,10.3,0,27.2,At Risk,12
Philodendron,Outdoor - Shade,Rainy Season,29.6,41.2,66.1,21.3,1,8.2,1,61.7,Needs Attention,9
Snake Plant,Indoor - Low Light,Dry Season,31.7,47.9,71.3,4.7,5,2.5,1,57.5,Needs Attention,12
Rubber Plant,Indoor - Bright Light,Dry Season,21.1,52.4,6.9,15.3,3,5.6,1,35.9,At Risk,5
Dracaena,Indoor - Medium Light,Dry Season,24.9,40.7,39.9,0.6,6,9.9,1,73.0,Needs Attention,8
Rubber Plant,Outdoor - Full Sun,Dry Season,34.3,57.1,20.5,22.1,0,6.7,1,57.8,Needs Attention,5
Cactus,Indoor - Low Light,Rainy Season,21.8,53.7,7.2,11.7,4,5.9,1,35.7,At Risk,23
Pothos,Indoor - Bright Light,Rainy Season,25.7,35.3,69.5,3.2,2,11.1,1,90.5,Healthy,9
Aloe Vera,Indoor - Medium Light,Dry Season,27.7,57.6,32.2,4.0,5,3.6,1,77.1,Healthy,12
Bamboo Palm,Outdoor - Full Sun,Dry Season,28.6,58.2,95.4,14.4,6,7.2,1,0.3,At Risk,3
Cactus,Outdoor - Shade,Dry Season,25.2,64.0,11.8,1.7,3,4.2,1,46.5,At Risk,19
Bamboo Palm,Indoor - Bright Light,Dry Season,31.0,52.6,42.5,4.2,3,2.7,1,87.8,Healthy,3
Rubber Plant,Outdoor - Shade,Rainy Season,29.1,54.3,28.6,8.9,2,2.1,1,95.2,Healthy,9
Peace Lily,Outdoor - Full Sun,Dry Season,34.9,52.7,55.2,6.9,3,3.1,1,94.8,Healthy,3
Boston Fern,Outdoor - Full Sun,Rainy Season,21.5,25.2,45.1,10.6,4,3.4,1,26.6,At Risk,5
Snake Plant,Outdoor - Full Sun,Rainy Season,22.3,42.7,17.0,21.6,5,3.3,1,24.0,At Risk,16
Aloe Vera,Indoor - Low Light,Rainy Season,21.7,33.2,13.8,22.4,3,5.1,1,47.3,At Risk,16
Boston Fern,Outdoor - Full Sun,Dry Season,24.2,66.5,0.9,1.0,3,7.2,1,52.4,Needs Attention,1
Rubber Plant,Outdoor - Shade,Dry Season,30.9,47.2,78.0,17.3,5,4.7,1,12.6,At Risk,5
Rubber Plant,Indoor - Bright Light,Dry Season,32.5,67.7,73.2,10.7,7,8.3,1,0.0,At Risk,5
Boston Fern,Indoor - Bright Light,Dry Season,27.3,59.9,99.5,12.0,2,3.1,1,69.9,Needs Attention,1
Snake Plant,Outdoor - Shade,Dry Season,19.8,38.7,50.2,0.6,0,9.6,1,100.0,Healthy,12
Orchid,Indoor - Low Light,Rainy Season,30.9,52.0,93.0,23.5,5,11.7,1,47.4,At Risk,9
Peace Lily,Indoor - Medium Light,Dry Season,37.7,59.7,11.3,24.8,7,2.8,1,0.0,At Risk,3
Bamboo Palm,Indoor - Medium Light,Dry Season,31.6,37.9,49.4,23.7,1,7.7,1,59.8,Needs Attention,3
Orchid,Indoor - Low Light,Dry Season,37.9,32.7,1.5,26.7,6,5.6,0,0.0,At Risk,5
Rubber Plant,Indoor - Bright Light,Dry Season,28.1,67.0,97.3,1.7,6,10.4,1,46.7,At Risk,5
Philodendron,Outdoor - Full Sun,Dry Season,21.1,80.2,52.2,28.0,3,11.8,1,47.0,At Risk,9
Cactus,Indoor - Medium Light,Dry Season,23.3,38.6,59.9,2.7,0,6.2,1,96.2,Healthy,19
Dracaena,Indoor - Low Light,Rainy Season,29.3,48.8,93.6,1.6,7,5.7,1,48.8,At Risk,12
Aloe Vera,Indoor - Medium Light,Dry Season,32.4,72.4,10.0,21.5,0,4.2,1,55.0,Needs Attention,12
Orchid,Outdoor - Full Sun,Rainy Season,36.3,50.4,84.5,0.0,7,7.8,1,36.7,At Risk,9
Dracaena,Outdoor - Shade,Dry Season,25.3,84.0,30.5,16.3,0,8.0,1,64.1,Needs Attention,12
Philodendron,Indoor - Low Light,Dry Season,33.5,45.2,56.8,29.4,1,2.0,1,70.9,Needs Attention,5
Pothos,Outdoor - Shade,Dry Season,19.6,79.4,7.9,2.7,7,5.3,1,24.4,At Risk,9
Philodendron,Indoor - Medium Light,Dry Season,25.7,41.3,16.6,10.5,1,9.2,1,45.1,At Risk,5
Aloe Vera,Outdoor - Shade,Rainy Season,32.8,64.0,17.8,9.1,1,2.7,1,55.2,Needs Attention,16
Monstera,Outdoor - Shade,Rainy Season,27.7,79.0,95.1,19.0,3,7.8,1,42.3,At Risk,9
Philodendron,Indoor - Low Light,Dry Season,24.5,55.6,81.9,3.7,0,3.5,1,100.0,Healthy,5
Bamboo Palm,Outdoor - Shade,Rainy Season,21.5,64.5,47.7,26.0,0,11.4,1,92.2,Healthy,7
Dracaena,Indoor - Bright Light,Rainy Season,28.1,25.9,0.7,7.2,4,11.7,1,33.1,At Risk,12
Orchid,Indoor - Medium Light,Dry Season,21.0,84.3,89.3,19.6,5,4.7,1,0.0,At Risk,9
Bamboo Palm,Outdoor - Full Sun,Dry Season,20.8,39.6,55.8,22.9,2,3.2,1,59.2,Needs Attention,3
Bamboo Palm,Outdoor - Shade,Dry Season,36.1,51.6,52.5,14.3,4,3.9,1,8.9,At Risk,3
Bamboo Palm,Outdoor - Full Sun,Rainy Season,31.6,73.9,50.4,26.8,2,11.9,0,81.1,Healthy,7
Peace Lily,Outdoor - Shade,Rainy Season,26.8,28.7,97.8,17.7,0,5.5,1,67.2,Needs Attention,7
Spider Plant,Indoor - Bright Light,Rainy Season,22.5,39.4,16.1,11.2,0,11.8,1,76.8,Healthy,9
Pothos,Indoor - Low Light,Rainy Season,21.4,88.2,61.8,29.4,0,4.1,1,85.3,Healthy,9
Dracaena,Indoor - Low Light,Dry Season,18.7,70.8,49.2,2.8,6,8.7,1,73.2,Needs Attention,8
Monstera,Outdoor - Shade,Dry Season,37.8,69.4,64.4,0.5,6,10.2,1,58.9,Needs Attention,5
Spider Plant,Indoor - Low Light,Rainy Season,27.7,65.6,82.7,20.4,6,7.5,0,6.9,At Risk,9
Bamboo Palm,Outdoor - Shade,Rainy Season,35.9,82.7,85.5,25.4,4,10.9,1,36.8,At Risk,7
Peace Lily,Indoor - Low Light,Dry Season,34.7,61.0,61.6,14.2,7,7.2,0,0.0,At Risk,3
Rubber Plant,Indoor - Medium Light,Rainy Season,20.8,58.4,24.2,5.5,4,7.4,1,75.5,Healthy,9
ZZ Plant,Indoor - Medium Light,Rainy Season,23.0,82.9,33.3,4.4,6,10.7,0,74.6,Needs Attention,16
Snake Plant,Outdoor - Full Sun,Rainy Season,28.4,69.2,8.6,13.8,3,9.2,1,61.5,Needs Attention,16
Spider Plant,Indoor - Bright Light,Rainy Season,26.5,87.5,72.3,19.3,6,2.3,1,5.8,At Risk,9
Aloe Vera,Indoor - Medium Light,Rainy Season,36.1,76.0,62.3,9.5,0,9.1,1,88.4,Healthy,16
Pothos,Indoor - Bright Light,Rainy Season,21.9,42.0,51.3,9.9,2,8.5,1,99.5,Healthy,9
Orchid,Indoor - Bright Light,Dry Season,24.7,79.0,27.5,16.4,4,7.1,1,24.7,At Risk,9
Rubber Plant,Indoor - Medium Light,Rainy Season,24.4,85.2,79.3,27.7,0,2.1,1,76.2,Healthy,9
Boston Fern,Indoor - Low Light,Rainy Season,24.1,58.4,71.3,27.8,3,2.4,1,47.6,At Risk,5
Cactus,Indoor - Bright Light,Dry Season,32.4,57.3,4.1,17.5,0,10.3,1,72.5,Needs Attention,19
Philodendron,Indoor - Low Light,Rainy Season,34.6,32.1,10.8,12.8,6,11.6,1,50.8,Needs Attention,9
Fiddle Leaf Fig,Indoor - Medium Light,Dry Season,37.6,81.8,35.9,1.4,6,9.4,1,74.8,Needs Attention,9
Cactus,Indoor - Medium Light,Dry Season,32.5,84.0,23.6,27.2,1,6.2,1,90.4,Healthy,23
Aloe Vera,Indoor - Medium Light,Rainy Season,22.5,70.9,19.1,16.6,0,4.5,1,65.6,Needs Attention,16
Cactus,Indoor - Medium Light,Dry Season,22.7,56.9,87.2,21.4,1,5.5,1,87.8,Healthy,19
Dracaena,Indoor - Medium Light,Rainy Season,37.4,54.6,83.0,29.3,7,6.9,1,9.7,At Risk,12
ZZ Plant,Outdoor - Shade,Dry Season,33.3,55.6,31.7,18.7,5,5.8,0,69.3,Needs Attention,12
Dracaena,Outdoor - Shade,Rainy Season,34.2,33.1,97.1,16.6,6,6.6,1,34.4,At Risk,12
Bamboo Palm,Outdoor - Shade,Rainy Season,33.9,28.2,85.5,19.7,5,10.6,1,70.2,Needs Attention,7
Aloe Vera,Outdoor - Shade,Rainy Season,35.0,46.6,40.0,12.7,7,6.9,0,81.2,Healthy,16
Aloe Vera,Indoor - Bright Light,Dry Season,30.9,50.7,81.8,17.0,2,8.1,0,65.9,Needs Attention,12
Spider Plant,Outdoor - Full Sun,Rainy Season,25.7,35.2,64.3,16.1,6,6.5,1,30.9,At Risk,9
Fiddle Leaf Fig,Outdoor - Full Sun,Rainy Season,32.9,80.0,37.6,8.9,2,2.8,1,91.0,Healthy,9
Aloe Vera,Indoor - Bright Light,Dry Season,26.7,34.4,82.3,27.9,2,10.5,1,61.6,Needs Attention,12
Aloe Vera,Indoor - Low Light,Dry Season,37.9,72.4,95.2,25.0,0,5.3,1,61.9,Needs Attention,12
Monstera,Indoor - Low Light,Rainy Season,36.2,35.5,36.9,12.7,0,3.0,0,50.7,Needs Attention,9
Rubber Plant,Indoor - Bright Light,Rainy Season,32.3,53.3,29.5,1.5,2,11.6,1,87.4,Healthy,9
Monstera,Indoor - Low Light,Dry Season,20.1,79.3,81.5,16.0,1,4.5,0,50.3,Needs Attention,9
Snake Plant,Outdoor - Full Sun,Rainy Season,24.0,27.3,3.7,0.8,0,7.3,0,68.6,Needs Attention,16
Philodendron,Indoor - Low Light,Rainy Season,21.3,70.4,78.0,9.9,4,8.2,1,84.4,Healthy,9
Cactus,Outdoor - Shade,Rainy Season,30.0,89.5,9.0,3.8,5,9.6,1,51.6,Needs Attention,23
Orchid,Outdoor - Full Sun,Dry Season,18.1,87.4,59.2,24.6,3,8.1,1,23.2,At Risk,9
Philodendron,Outdoor - Full Sun,Dry Season,27.9,38.7,38.2,16.3,2,7.8,1,41.5,At Risk,5
Snake Plant,Outdoor - Shade,Rainy Season,37.2,30.9,23.1,1.4,0,7.2,1,93.2,Healthy,16
Snake Plant,Indoor - Medium Light,Rainy Season,27.2,37.5,22.5,8.1,2,11.8,1,93.3,Healthy,16
ZZ Plant,Indoor - Low Light,Rainy Season,29.1,59.4,32.2,2.3,5,4.2,1,86.4,Healthy,16
Spider Plant,Indoor - Bright Light,Dry Season,26.2,41.5,86.0,21.0,3,3.8,1,62.4,Needs Attention,5
Snake Plant,Indoor - Medium Light,Dry Season,31.0,81.6,74.8,26.1,4,10.9,1,10.8,At Risk,16
Rubber Plant,Outdoor - Shade,Rainy Season,36.2,85.7,49.8,0.2,1,8.1,1,76.4,Healthy,9
Orchid,Indoor - Medium Light,Rainy Season,29.1,73.3,22.0,11.0,7,10.5,1,0.0,At Risk,9
Spider Plant,Indoor - Bright Light,Dry Season,26.4,56.5,25.6,15.9,5,2.7,1,0.0,At Risk,5
Monstera,Outdoor - Shade,Rainy Season,26.6,60.0,44.6,16.9,1,9.1,1,71.8,Needs Attention,9
Boston Fern,Indoor - Low Light,Dry Season,18.1,40.9,70.5,3.0,7,4.6,1,87.6,Healthy,1
Orchid,Indoor - Bright Light,Dry Season,30.3,37.2,28.5,14.3,2,5.5,0,21.0,At Risk,5
Bamboo Palm,Indoor - Medium Light,Rainy Season,22.9,72.2,6.8,28.7,5,10.1,1,65.1,Needs Attention,7
Spider Plant,Indoor - Medium Light,Rainy Season,26.9,35.8,98.2,2.9,4,10.3,1,62.9,Needs Attention,9
Snake Plant,Indoor - Bright Light,Dry Season,36.8,74.5,97.3,1.1,5,11.5,1,45.3,At Risk,12
Bamboo Palm,Outdoor - Shade,Dry Season,27.1,36.5,63.4,10.9,4,8.0,0,0.0,At Risk,3
Spider Plant,Indoor - Bright Light,Dry Season,21.9,35.8,77.7,6.9,7,2.8,1,83.6,Healthy,5
Monstera,Indoor - Low Light,Rainy Season,26.5,64.4,55.8,19.5,0,9.5,0,83.4,Healthy,9
Monstera,Indoor - Low Light,Rainy Season,19.0,51.5,70.5,6.8,2,4.6,1,95.1,Healthy,9
Monstera,Outdoor - Full Sun,Dry Season,22.0,38.9,0.6,9.0,7,3.6,1,16.8,At Risk,5
Rubber Plant,Indoor - Bright Light,Dry Season,32.4,30.5,22.0,0.3,4,10.6,1,92.4,Healthy,5
Pothos,Outdoor - Full Sun,Rainy Season,24.8,51.6,34.9,22.9,0,8.4,1,69.9,Needs Attention,9
Philodendron,Indoor - Medium Light,Dry Season,23.8,49.2,77.6,17.9,4,5.2,1,40.0,At Risk,5
Monstera,Outdoor - Shade,Rainy Season,27.9,28.6,95.5,3.9,7,8.6,1,78.4,Healthy,9
Bamboo Palm,Indoor - Low Light,Rainy Season,28.5,39.9,12.2,10.9,4,7.5,1,71.7,Needs Attention,7
Aloe Vera,Indoor - Medium Light,Rainy Season,27.4,81.5,29.2,3.9,3,3.3,1,83.3,Healthy,16
Philodendron,Indoor - Medium Light,Dry Season,25.5,65.7,79.4,8.4,2,3.0,1,76.1,Healthy,5
Orchid,Indoor - Low Light,Rainy Season,28.1,30.6,97.0,1.2,4,8.5,1,19.0,At Risk,9
ZZ Plant,Outdoor - Shade,Rainy Season,36.2,44.8,45.0,16.3,5,11.6,0,60.7,Needs Attention,16
Peace Lily,Outdoor - Shade,Dry Season,19.1,43.5,81.9,2.4,4,3.8,1,50.2,Needs Attention,3
Orchid,Indoor - Low Light,Dry Season,19.3,39.0,12.8,9.4,7,8.7,1,0.0,At Risk,5
Bamboo Palm,Indoor - Bright Light,Dry Season,18.1,67.3,20.2,26.7,1,8.2,1,73.7,Needs Attention,3
Philodendron,Indoor - Medium Light,Rainy Season,31.6,25.7,48.1,12.4,1,10.3,1,61.4,Needs Attention,9
Aloe Vera,Indoor - Bright Light,Rainy Season,26.7,37.5,90.4,5.9,1,6.8,0,65.8,Needs Attention,16
Boston Fern,Indoor - Low Light,Rainy Season,31.6,28.8,92.9,6.7,2,5.5,1,47.0,At Risk,5
Snake Plant,Outdoor - Shade,Rainy Season,24.3,59.0,48.5,10.6,5,5.8,0,66.0,Needs Attention,16
Fiddle Leaf Fig,Outdoor - Shade,Rainy Season,20.8,50.3,41.2,4.8,3,9.4,1,81.3,Healthy,9
Cactus,Outdoor - Shade,Rainy Season,33.2,61.5,30.0,12.0,6,4.1,0,95.4,Healthy,23
Rubber Plant,Indoor - Low Light,Dry Season,34.0,29.6,68.9,5.2,0,10.7,1,94.7,Healthy,5
Fiddle Leaf Fig,Indoor - Bright Light,Dry Season,36.4,60.5,50.6,6.7,2,11.5,1,76.8,Healthy,5
Rubber Plant,Indoor - Bright Light,Rainy Season,22.8,82.0,39.5,14.0,4,11.2,1,25.3,At Risk,9
Philodendron,Outdoor - Shade,Rainy Season,19.4,70.9,3.4,25.3,6,6.7,1,62.4,Needs Attention,9
ZZ Plant,Indoor - Bright Light,Dry Season,26.4,30.6,9.4,8.0,5,4.5,1,22.7,At Risk,12
Aloe Vera,Indoor - Low Light,Rainy Season,27.2,45.2,49.0,23.2,7,3.7,0,40.1,At Risk,16
Snake Plant,Indoor - Medium Light,Rainy Season,27.0,52.4,25.3,11.2,0,9.5,0,100.0,Healthy,16
Boston Fern,Indoor - Low Light,Rainy Season,25.1,87.8,96.4,13.3,6,7.3,1,39.7,At Risk,5
